id,title,category,text,source,source_type,date
1098,SEBI Regulation 1098,Compliance Reporting,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 48 crores.,SEBI,synthetic,2020-09-17
1099,SEBI Regulation 1099,Compliance Reporting,"Under SEBI guidelines, designated persons are required to disclose risk assessment reports within 7 days.",SEBI,synthetic,2024-07-23
1100,SEBI Regulation 1100,IPO Regulations,SEBI mandates that all listed companies must comply with financial disclosures. Failure may result in penalties up to Rs. 50 crores.,SEBI,synthetic,2020-11-28
1101,SEBI Regulation 1101,Insider Trading,The regulation states that designated persons should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2022-01-13
1102,SEBI Regulation 1102,Corporate Governance,Non-compliance with insider trading restrictions by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-07-13
1103,SEBI Regulation 1103,Corporate Governance,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2022-03-25
1104,SEBI Regulation 1104,IPO Regulations,"As per SEBI circular, designated persons must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2023-09-10
1105,SEBI Regulation 1105,Compliance Reporting,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 10 days.",SEBI,synthetic,2021-01-23
1106,SEBI Regulation 1106,Corporate Governance,"Under SEBI guidelines, listed companies are required to disclose audit records within 3 days.",SEBI,synthetic,2021-01-16
1107,SEBI Regulation 1107,KYC Norms,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2021-05-01
1108,SEBI Regulation 1108,KYC Norms,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-10-29
1109,SEBI Regulation 1109,KYC Norms,The regulation states that stock brokers should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-11-10
1110,SEBI Regulation 1110,KYC Norms,Non-compliance with transaction monitoring by stock brokers may attract penalties and legal action.,SEBI,synthetic,2023-01-05
1111,SEBI Regulation 1111,Risk Management,"As per SEBI circular, listed companies must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2023-08-09
1112,SEBI Regulation 1112,Risk Management,SEBI mandates that all portfolio managers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 40 crores.,SEBI,synthetic,2023-04-02
1113,SEBI Regulation 1113,IPO Regulations,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 4 days.",SEBI,synthetic,2023-02-27
1114,SEBI Regulation 1114,Insider Trading,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2021-10-28
1115,SEBI Regulation 1115,Compliance Reporting,The regulation states that market intermediaries should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2022-09-14
1116,SEBI Regulation 1116,Insider Trading,"As per SEBI circular, portfolio managers must ensure audit records to avoid violations.",SEBI,synthetic,2024-06-17
1117,SEBI Regulation 1117,KYC Norms,Non-compliance with risk assessment reports by designated persons may attract penalties and legal action.,SEBI,synthetic,2024-01-11
1118,SEBI Regulation 1118,Mutual Funds,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 9 days.",SEBI,synthetic,2021-03-10
1119,SEBI Regulation 1119,IPO Regulations,Non-compliance with risk assessment reports by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2021-02-05
1120,SEBI Regulation 1120,Mutual Funds,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2022-11-08
1121,SEBI Regulation 1121,Stock Brokers,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-12-20
1122,SEBI Regulation 1122,Corporate Governance,SEBI mandates that all portfolio managers must comply with risk assessment reports. Failure may result in penalties up to Rs. 37 crores.,SEBI,synthetic,2022-02-27
1123,SEBI Regulation 1123,Stock Brokers,Non-compliance with transaction monitoring by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2024-02-24
1124,SEBI Regulation 1124,IPO Regulations,"As per SEBI circular, mutual fund houses must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-02-23
1125,SEBI Regulation 1125,Insider Trading,The regulation states that designated persons should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-01-07
1126,SEBI Regulation 1126,Mutual Funds,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 33 crores.,SEBI,synthetic,2020-07-24
1127,SEBI Regulation 1127,Insider Trading,"Under SEBI guidelines, designated persons are required to disclose financial disclosures within 5 days.",SEBI,synthetic,2023-09-10
1128,SEBI Regulation 1128,Insider Trading,"Under SEBI guidelines, portfolio managers are required to disclose financial disclosures within 9 days.",SEBI,synthetic,2020-12-12
1129,SEBI Regulation 1129,Insider Trading,"As per SEBI circular, stock brokers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-02-23
1130,SEBI Regulation 1130,Corporate Governance,"Under SEBI guidelines, mutual fund houses are required to disclose risk assessment reports within 6 days.",SEBI,synthetic,2024-06-08
1131,SEBI Regulation 1131,Mutual Funds,"As per SEBI circular, portfolio managers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-12-02
1132,SEBI Regulation 1132,Stock Brokers,SEBI mandates that all listed companies must comply with audit records. Failure may result in penalties up to Rs. 13 crores.,SEBI,synthetic,2024-04-12
1133,SEBI Regulation 1133,IPO Regulations,SEBI mandates that all mutual fund houses must comply with financial disclosures. Failure may result in penalties up to Rs. 12 crores.,SEBI,synthetic,2020-01-22
1134,SEBI Regulation 1134,Mutual Funds,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 4 days.",SEBI,synthetic,2024-05-11
1135,SEBI Regulation 1135,Mutual Funds,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2022-03-28
1136,SEBI Regulation 1136,Risk Management,Non-compliance with transaction monitoring by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-08-18
1137,SEBI Regulation 1137,Mutual Funds,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 1 days.",SEBI,synthetic,2022-03-11
1138,SEBI Regulation 1138,Risk Management,The regulation states that portfolio managers should maintain audit records for transparency and compliance.,SEBI,synthetic,2021-05-14
1139,SEBI Regulation 1139,IPO Regulations,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 9 days.",SEBI,synthetic,2024-11-07
1140,SEBI Regulation 1140,Mutual Funds,SEBI mandates that all stock brokers must comply with KYC documentation. Failure may result in penalties up to Rs. 14 crores.,SEBI,synthetic,2022-10-21
1141,SEBI Regulation 1141,Insider Trading,"Under SEBI guidelines, mutual fund houses are required to disclose KYC documentation within 9 days.",SEBI,synthetic,2021-10-14
1142,SEBI Regulation 1142,Mutual Funds,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-12-21
1143,SEBI Regulation 1143,Compliance Reporting,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 6 days.",SEBI,synthetic,2024-01-23
1144,SEBI Regulation 1144,Mutual Funds,Non-compliance with risk assessment reports by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2023-10-06
1145,SEBI Regulation 1145,Compliance Reporting,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2022-07-25
1146,SEBI Regulation 1146,KYC Norms,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 21 crores.,SEBI,synthetic,2021-01-29
1147,SEBI Regulation 1147,KYC Norms,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2020-02-13
1148,SEBI Regulation 1148,Stock Brokers,"As per SEBI circular, portfolio managers must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2020-04-10
1149,SEBI Regulation 1149,Corporate Governance,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 3 days.",SEBI,synthetic,2021-05-23
1150,SEBI Regulation 1150,Corporate Governance,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 35 crores.,SEBI,synthetic,2020-12-28
1151,SEBI Regulation 1151,Compliance Reporting,"Under SEBI guidelines, mutual fund houses are required to disclose audit records within 6 days.",SEBI,synthetic,2021-02-12
1152,SEBI Regulation 1152,Insider Trading,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 6 days.",SEBI,synthetic,2024-08-27
1153,SEBI Regulation 1153,IPO Regulations,"Under SEBI guidelines, listed companies are required to disclose financial disclosures within 7 days.",SEBI,synthetic,2020-01-20
1154,SEBI Regulation 1154,IPO Regulations,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-09-16
1155,SEBI Regulation 1155,Mutual Funds,Non-compliance with audit records by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2022-07-01
1156,SEBI Regulation 1156,KYC Norms,Non-compliance with KYC documentation by designated persons may attract penalties and legal action.,SEBI,synthetic,2020-01-06
1157,SEBI Regulation 1157,IPO Regulations,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2022-10-05
1158,SEBI Regulation 1158,Compliance Reporting,"Under SEBI guidelines, market intermediaries are required to disclose risk assessment reports within 6 days.",SEBI,synthetic,2021-05-29
1159,SEBI Regulation 1159,KYC Norms,Non-compliance with financial disclosures by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-06-08
1160,SEBI Regulation 1160,Mutual Funds,SEBI mandates that all market intermediaries must comply with audit records. Failure may result in penalties up to Rs. 9 crores.,SEBI,synthetic,2020-09-09
1161,SEBI Regulation 1161,Mutual Funds,SEBI mandates that all market intermediaries must comply with risk assessment reports. Failure may result in penalties up to Rs. 5 crores.,SEBI,synthetic,2023-03-04
1162,SEBI Regulation 1162,Corporate Governance,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2020-11-28
1163,SEBI Regulation 1163,Stock Brokers,SEBI mandates that all mutual fund houses must comply with insider trading restrictions. Failure may result in penalties up to Rs. 32 crores.,SEBI,synthetic,2024-12-17
1164,SEBI Regulation 1164,Risk Management,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 5 days.",SEBI,synthetic,2024-02-27
1165,SEBI Regulation 1165,Compliance Reporting,"Under SEBI guidelines, designated persons are required to disclose audit records within 9 days.",SEBI,synthetic,2020-04-16
1166,SEBI Regulation 1166,IPO Regulations,"As per SEBI circular, market intermediaries must ensure financial disclosures to avoid violations.",SEBI,synthetic,2023-02-07
1167,SEBI Regulation 1167,IPO Regulations,"Under SEBI guidelines, listed companies are required to disclose risk assessment reports within 10 days.",SEBI,synthetic,2022-12-30
1168,SEBI Regulation 1168,Stock Brokers,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-11-19
1169,SEBI Regulation 1169,Corporate Governance,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-07-06
1170,SEBI Regulation 1170,Risk Management,Non-compliance with insider trading restrictions by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-05-13
1171,SEBI Regulation 1171,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-04-14
1172,SEBI Regulation 1172,IPO Regulations,SEBI mandates that all market intermediaries must comply with KYC documentation. Failure may result in penalties up to Rs. 37 crores.,SEBI,synthetic,2023-07-21
1173,SEBI Regulation 1173,Insider Trading,Non-compliance with transaction monitoring by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-01-31
1174,SEBI Regulation 1174,Mutual Funds,SEBI mandates that all portfolio managers must comply with KYC documentation. Failure may result in penalties up to Rs. 37 crores.,SEBI,synthetic,2021-07-09
1175,SEBI Regulation 1175,KYC Norms,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-10-07
1176,SEBI Regulation 1176,Stock Brokers,"Under SEBI guidelines, designated persons are required to disclose audit records within 2 days.",SEBI,synthetic,2023-04-23
1177,SEBI Regulation 1177,Stock Brokers,Non-compliance with insider trading restrictions by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2022-09-28
1178,SEBI Regulation 1178,Risk Management,SEBI mandates that all portfolio managers must comply with audit records. Failure may result in penalties up to Rs. 19 crores.,SEBI,synthetic,2021-11-28
1179,SEBI Regulation 1179,Stock Brokers,"As per SEBI circular, stock brokers must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-05-13
1180,SEBI Regulation 1180,Mutual Funds,SEBI mandates that all designated persons must comply with KYC documentation. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2022-12-14
1181,SEBI Regulation 1181,IPO Regulations,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2022-02-22
1182,SEBI Regulation 1182,Corporate Governance,"Under SEBI guidelines, listed companies are required to disclose audit records within 9 days.",SEBI,synthetic,2021-12-13
1183,SEBI Regulation 1183,Corporate Governance,SEBI mandates that all mutual fund houses must comply with audit records. Failure may result in penalties up to Rs. 35 crores.,SEBI,synthetic,2022-08-05
1184,SEBI Regulation 1184,KYC Norms,"As per SEBI circular, portfolio managers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-03-25
1185,SEBI Regulation 1185,IPO Regulations,Non-compliance with KYC documentation by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-11-28
1186,SEBI Regulation 1186,KYC Norms,The regulation states that mutual fund houses should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-12-05
1187,SEBI Regulation 1187,Risk Management,SEBI mandates that all portfolio managers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 24 crores.,SEBI,synthetic,2024-05-23
1188,SEBI Regulation 1188,Compliance Reporting,SEBI mandates that all stock brokers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 16 crores.,SEBI,synthetic,2024-12-24
1189,SEBI Regulation 1189,Compliance Reporting,SEBI mandates that all portfolio managers must comply with financial disclosures. Failure may result in penalties up to Rs. 10 crores.,SEBI,synthetic,2024-07-13
1190,SEBI Regulation 1190,Stock Brokers,Non-compliance with risk assessment reports by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-05-22
1191,SEBI Regulation 1191,Risk Management,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-03-02
1192,SEBI Regulation 1192,Stock Brokers,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 32 crores.,SEBI,synthetic,2023-11-15
1193,SEBI Regulation 1193,Compliance Reporting,"As per SEBI circular, mutual fund houses must ensure audit records to avoid violations.",SEBI,synthetic,2022-08-10
1194,SEBI Regulation 1194,Mutual Funds,The regulation states that mutual fund houses should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2024-12-07
1195,SEBI Regulation 1195,KYC Norms,"As per SEBI circular, market intermediaries must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-01-15
1196,SEBI Regulation 1196,Stock Brokers,"As per SEBI circular, portfolio managers must ensure audit records to avoid violations.",SEBI,synthetic,2020-06-09
1197,SEBI Regulation 1197,Corporate Governance,Non-compliance with insider trading restrictions by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2022-05-31
1198,SEBI Regulation 1198,Corporate Governance,"As per SEBI circular, market intermediaries must ensure audit records to avoid violations.",SEBI,synthetic,2020-04-24
1199,SEBI Regulation 1199,KYC Norms,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2024-12-12
1200,SEBI Regulation 1200,KYC Norms,The regulation states that stock brokers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-11-22
1201,SEBI Regulation 1201,Corporate Governance,"Under SEBI guidelines, listed companies are required to disclose KYC documentation within 7 days.",SEBI,synthetic,2024-10-26
1202,SEBI Regulation 1202,Insider Trading,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2024-10-04
1203,SEBI Regulation 1203,Stock Brokers,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 42 crores.,SEBI,synthetic,2021-04-29
1204,SEBI Regulation 1204,Risk Management,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-08-04
1205,SEBI Regulation 1205,Stock Brokers,"Under SEBI guidelines, listed companies are required to disclose financial disclosures within 7 days.",SEBI,synthetic,2023-07-30
1206,SEBI Regulation 1206,KYC Norms,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 4 days.",SEBI,synthetic,2021-09-26
1207,SEBI Regulation 1207,IPO Regulations,"Under SEBI guidelines, mutual fund houses are required to disclose KYC documentation within 1 days.",SEBI,synthetic,2024-12-07
1208,SEBI Regulation 1208,IPO Regulations,Non-compliance with risk assessment reports by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-12-20
1209,SEBI Regulation 1209,Risk Management,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-04-23
1210,SEBI Regulation 1210,Insider Trading,The regulation states that listed companies should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-05-28
1211,SEBI Regulation 1211,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-04-22
1212,SEBI Regulation 1212,Risk Management,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2022-06-03
1213,SEBI Regulation 1213,Corporate Governance,"Under SEBI guidelines, designated persons are required to disclose KYC documentation within 6 days.",SEBI,synthetic,2021-07-07
1214,SEBI Regulation 1214,Corporate Governance,"As per SEBI circular, market intermediaries must ensure audit records to avoid violations.",SEBI,synthetic,2020-04-19
1215,SEBI Regulation 1215,Corporate Governance,Non-compliance with financial disclosures by designated persons may attract penalties and legal action.,SEBI,synthetic,2023-02-01
1216,SEBI Regulation 1216,Insider Trading,"As per SEBI circular, designated persons must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-11-25
1217,SEBI Regulation 1217,Mutual Funds,SEBI mandates that all designated persons must comply with risk assessment reports. Failure may result in penalties up to Rs. 33 crores.,SEBI,synthetic,2022-02-25
1218,SEBI Regulation 1218,KYC Norms,"As per SEBI circular, market intermediaries must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-06-09
1219,SEBI Regulation 1219,Compliance Reporting,Non-compliance with audit records by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-06-11
1220,SEBI Regulation 1220,KYC Norms,The regulation states that portfolio managers should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-09-12
1221,SEBI Regulation 1221,Insider Trading,SEBI mandates that all stock brokers must comply with transaction monitoring. Failure may result in penalties up to Rs. 15 crores.,SEBI,synthetic,2023-03-13
1222,SEBI Regulation 1222,KYC Norms,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 6 crores.,SEBI,synthetic,2020-02-12
1223,SEBI Regulation 1223,Compliance Reporting,SEBI mandates that all stock brokers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 4 crores.,SEBI,synthetic,2021-11-10
1224,SEBI Regulation 1224,KYC Norms,"Under SEBI guidelines, listed companies are required to disclose KYC documentation within 10 days.",SEBI,synthetic,2023-02-10
1225,SEBI Regulation 1225,Mutual Funds,"Under SEBI guidelines, designated persons are required to disclose risk assessment reports within 7 days.",SEBI,synthetic,2022-10-06
1226,SEBI Regulation 1226,IPO Regulations,The regulation states that mutual fund houses should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2023-06-04
1227,SEBI Regulation 1227,Stock Brokers,"As per SEBI circular, portfolio managers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2020-09-09
1228,SEBI Regulation 1228,Insider Trading,"As per SEBI circular, portfolio managers must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-08-07
1229,SEBI Regulation 1229,Mutual Funds,SEBI mandates that all market intermediaries must comply with financial disclosures. Failure may result in penalties up to Rs. 45 crores.,SEBI,synthetic,2022-05-04
1230,SEBI Regulation 1230,Compliance Reporting,SEBI mandates that all designated persons must comply with insider trading restrictions. Failure may result in penalties up to Rs. 1 crores.,SEBI,synthetic,2020-05-30
1231,SEBI Regulation 1231,Stock Brokers,"As per SEBI circular, stock brokers must ensure audit records to avoid violations.",SEBI,synthetic,2024-06-20
1232,SEBI Regulation 1232,Compliance Reporting,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2021-07-31
1233,SEBI Regulation 1233,Mutual Funds,"As per SEBI circular, stock brokers must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-07-13
1234,SEBI Regulation 1234,IPO Regulations,SEBI mandates that all portfolio managers must comply with financial disclosures. Failure may result in penalties up to Rs. 32 crores.,SEBI,synthetic,2020-07-17
1235,SEBI Regulation 1235,Compliance Reporting,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2022-11-04
1236,SEBI Regulation 1236,Insider Trading,"As per SEBI circular, portfolio managers must ensure audit records to avoid violations.",SEBI,synthetic,2022-05-23
1237,SEBI Regulation 1237,IPO Regulations,"Under SEBI guidelines, market intermediaries are required to disclose audit records within 2 days.",SEBI,synthetic,2023-02-21
1238,SEBI Regulation 1238,Compliance Reporting,Non-compliance with insider trading restrictions by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-07-26
1239,SEBI Regulation 1239,Corporate Governance,"As per SEBI circular, mutual fund houses must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-10-16
1240,SEBI Regulation 1240,Insider Trading,"Under SEBI guidelines, portfolio managers are required to disclose insider trading restrictions within 6 days.",SEBI,synthetic,2021-04-19
1241,SEBI Regulation 1241,Mutual Funds,"Under SEBI guidelines, designated persons are required to disclose KYC documentation within 10 days.",SEBI,synthetic,2022-05-23
1242,SEBI Regulation 1242,Corporate Governance,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2022-11-17
1243,SEBI Regulation 1243,Mutual Funds,The regulation states that listed companies should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-06-19
1244,SEBI Regulation 1244,Corporate Governance,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 12 crores.,SEBI,synthetic,2024-01-20
1245,SEBI Regulation 1245,KYC Norms,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 20 crores.,SEBI,synthetic,2024-03-09
1246,SEBI Regulation 1246,Stock Brokers,Non-compliance with audit records by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-05-11
1247,SEBI Regulation 1247,Compliance Reporting,Non-compliance with transaction monitoring by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-02-07
1248,SEBI Regulation 1248,KYC Norms,"Under SEBI guidelines, market intermediaries are required to disclose insider trading restrictions within 4 days.",SEBI,synthetic,2022-05-03
1249,SEBI Regulation 1249,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 1 days.",SEBI,synthetic,2024-05-21
1250,SEBI Regulation 1250,Compliance Reporting,SEBI mandates that all listed companies must comply with audit records. Failure may result in penalties up to Rs. 25 crores.,SEBI,synthetic,2022-07-12
1251,SEBI Regulation 1251,Insider Trading,"Under SEBI guidelines, listed companies are required to disclose transaction monitoring within 8 days.",SEBI,synthetic,2024-11-21
1252,SEBI Regulation 1252,Insider Trading,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 23 crores.,SEBI,synthetic,2021-02-18
1253,SEBI Regulation 1253,Risk Management,SEBI mandates that all portfolio managers must comply with audit records. Failure may result in penalties up to Rs. 7 crores.,SEBI,synthetic,2021-12-08
1254,SEBI Regulation 1254,Mutual Funds,"As per SEBI circular, mutual fund houses must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-12-13
1255,SEBI Regulation 1255,Compliance Reporting,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 7 days.",SEBI,synthetic,2022-10-09
1256,SEBI Regulation 1256,Mutual Funds,"As per SEBI circular, designated persons must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-09-22
1257,SEBI Regulation 1257,Risk Management,The regulation states that listed companies should maintain audit records for transparency and compliance.,SEBI,synthetic,2020-05-21
1258,SEBI Regulation 1258,KYC Norms,"Under SEBI guidelines, market intermediaries are required to disclose risk assessment reports within 3 days.",SEBI,synthetic,2020-05-31
1259,SEBI Regulation 1259,Stock Brokers,"Under SEBI guidelines, designated persons are required to disclose KYC documentation within 10 days.",SEBI,synthetic,2021-12-25
1260,SEBI Regulation 1260,Compliance Reporting,SEBI mandates that all designated persons must comply with risk assessment reports. Failure may result in penalties up to Rs. 22 crores.,SEBI,synthetic,2022-01-23
1261,SEBI Regulation 1261,Mutual Funds,Non-compliance with audit records by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-04-03
1262,SEBI Regulation 1262,Insider Trading,"As per SEBI circular, listed companies must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-04-16
1263,SEBI Regulation 1263,Insider Trading,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 7 days.",SEBI,synthetic,2023-09-04
1264,SEBI Regulation 1264,KYC Norms,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 40 crores.,SEBI,synthetic,2020-05-05
1265,SEBI Regulation 1265,Mutual Funds,The regulation states that designated persons should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-12-20
1266,SEBI Regulation 1266,KYC Norms,Non-compliance with risk assessment reports by designated persons may attract penalties and legal action.,SEBI,synthetic,2020-07-09
1267,SEBI Regulation 1267,Insider Trading,SEBI mandates that all portfolio managers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 14 crores.,SEBI,synthetic,2023-12-25
1268,SEBI Regulation 1268,Corporate Governance,The regulation states that portfolio managers should maintain audit records for transparency and compliance.,SEBI,synthetic,2023-02-19
1269,SEBI Regulation 1269,IPO Regulations,"Under SEBI guidelines, portfolio managers are required to disclose transaction monitoring within 3 days.",SEBI,synthetic,2021-11-14
1270,SEBI Regulation 1270,Mutual Funds,The regulation states that mutual fund houses should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-01-23
1271,SEBI Regulation 1271,Insider Trading,"Under SEBI guidelines, mutual fund houses are required to disclose KYC documentation within 1 days.",SEBI,synthetic,2024-08-13
1272,SEBI Regulation 1272,KYC Norms,"Under SEBI guidelines, listed companies are required to disclose KYC documentation within 7 days.",SEBI,synthetic,2021-07-11
1273,SEBI Regulation 1273,Insider Trading,"As per SEBI circular, stock brokers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2022-08-25
1274,SEBI Regulation 1274,Insider Trading,SEBI mandates that all portfolio managers must comply with transaction monitoring. Failure may result in penalties up to Rs. 27 crores.,SEBI,synthetic,2022-12-08
1275,SEBI Regulation 1275,KYC Norms,The regulation states that portfolio managers should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-02-20
1276,SEBI Regulation 1276,KYC Norms,"As per SEBI circular, listed companies must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2021-08-07
1277,SEBI Regulation 1277,KYC Norms,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2024-07-08
1278,SEBI Regulation 1278,Corporate Governance,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-12-24
1279,SEBI Regulation 1279,KYC Norms,"As per SEBI circular, market intermediaries must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-01-23
1280,SEBI Regulation 1280,Stock Brokers,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-05-22
